Team,Player,Position,Overall,PAC,SHO,PAS,DRI,DEF,PHY,Rating_Source
Ecuador,Enner Valencia,FWD,78,82,76,68,76,40,74,Official
Ecuador,Kevin Rodriguez,FWD,72,80,66,62,68,34,64,Estimated
Ecuador,Jordy Caicedo,FWD,71,78,64,60,66,34,66,Official
Ecuador,Anthony Valencia,FWD,68,78,60,58,64,30,62,Estimated
Ecuador,Jeremy Arevalo,FWD,67,76,58,56,62,28,60,Estimated
Egypt,Mohamed El Shenawy,GK,80,76,60,62,74,18,78,Official
Egypt,Mostafa Shobeir,GK,72,66,50,54,62,10,70,Estimated
Egypt,Mohamed Alaa,GK,68,62,46,50,56,8,66,Estimated
Egypt,El Mahdy Soliman,GK,66,60,44,48,52,6,62,Estimated
Egypt,Hamdi Fathi,DEF,74,72,48,64,66,72,72,Official
Egypt,Ramy Rabia,DEF,70,68,42,56,58,70,68,Estimated
Egypt,Mohamed Hany,DEF,74,72,48,62,64,72,72,Official
Egypt,Ahmed Fattouh,DEF,72,70,44,60,62,70,70,Official
Egypt,Mohamed Abdelmonem,DEF,75,72,48,64,66,76,74,Official
Egypt,Yasser Ibrahim,DEF,73,70,46,62,64,74,72,Official
Egypt,Hossam Abdelmaguid,DEF,71,70,44,58,60,70,70,Estimated
Egypt,Karim Hafez,DEF,69,68,42,56,58,68,66,Estimated
Egypt,Tarek Alaa,DEF,69,68,42,56,58,68,68,Estimated
Egypt,Marwan Attia,MID,70,72,60,66,68,56,64,Estimated
Egypt,Emam Ashour,MID,74,72,64,70,72,60,68,Official
Egypt,Mohanad Lasheen,MID,70,70,60,66,68,56,64,Estimated
Egypt,Mahmoud Saber,MID,68,68,56,62,64,54,62,Estimated
Egypt,Nabil Emad,MID,69,70,58,64,66,54,62,Estimated
Egypt,Mostafa Abdel Raouf,MID,67,68,54,62,64,52,60,Estimated
Egypt,Mohamed Salah,FWD,91,88,88,86,88,42,76,Official
Egypt,Mahmoud Hassan Trezeguet,FWD,77,84,72,68,76,38,68,Official
Egypt,Ahmed Sayed Zizo,FWD,73,80,68,68,72,38,64,Official
Egypt,Omar Marmoush,FWD,84,86,82,78,84,42,72,Official
Egypt,Ibrahim Adel,FWD,74,84,68,66,72,36,62,Official
Egypt,Haitham Hassan,FWD,70,80,64,62,68,32,60,Estimated
Egypt,Hamza Abdel Karim,FWD,69,76,62,58,64,32,60,Estimated
England,Jordan Pickford,GK,84,82,66,66,80,20,80,Official
England,Dean Henderson,GK,78,74,56,60,70,16,76,Official
England,James Trafford,GK,76,72,54,58,68,14,74,Estimated
England,Reece James,DEF,85,88,64,76,78,82,78,Official
England,Ezri Konsa,DEF,81,78,52,66,68,82,78,Official
England,Jarell Quansah,DEF,76,76,50,62,64,76,74,Estimated
England,John Stones,DEF,84,76,56,80,76,84,78,Official
England,Marc Guehi,DEF,82,76,52,68,70,82,78,Official
England,Dan Burn,DEF,75,68,46,60,62,76,78,Official
England,Nico O'Reilly,DEF,72,78,48,62,64,70,70,Estimated
England,Djed Spence,DEF,72,82,48,62,64,70,68,Estimated
England,Tino Livramento,DEF,76,84,52,66,68,72,68,Official
England,Declan Rice,MID,87,78,76,84,82,84,84,Official
England,Elliot Anderson,MID,74,76,64,72,72,60,72,Estimated
England,Kobbie Mainoo,MID,82,78,70,80,82,68,74,Official
England,Jordan Henderson,MID,77,72,66,78,76,70,74,Official
England,Morgan Rogers,MID,76,80,68,74,76,54,70,Official
England,Jude Bellingham,MID,90,84,80,88,90,72,80,Official
England,Eberechi Eze,MID,83,84,78,80,84,50,72,Official
England,Harry Kane,FWD,89,72,92,82,84,44,82,Official
England,Ivan Toney,FWD,80,74,82,68,76,40,82,Official
England,Ollie Watkins,FWD,84,88,84,76,82,42,76,Official
England,Bukayo Saka,FWD,88,88,82,84,88,60,72,Official
England,Marcus Rashford,FWD,82,92,80,76,82,44,74,Official
England,Anthony Gordon,FWD,78,90,72,70,78,44,70,Official
England,Noni Madueke,FWD,79,88,74,72,80,40,68,Official
France,Mike Maignan,GK,88,88,80,70,86,50,86,Official
France,Robin Risser,GK,70,64,48,52,58,10,68,Estimated
France,Brice Samba,GK,78,74,58,60,70,16,76,Official
France,Lucas Digne,DEF,80,80,56,74,74,78,72,Official
France,Malo Gusto,DEF,79,84,56,70,72,76,72,Official
France,Lucas Hernandez,DEF,82,80,56,72,74,82,78,Official
France,Theo Hernandez,DEF,85,88,64,76,78,80,78,Official
France,Ibrahima Konate,DEF,86,82,54,72,76,86,84,Official
France,Maxence Lacroix,DEF,78,76,50,64,66,78,76,Official
France,Jules Kounde,DEF,85,86,60,74,78,84,78,Official
France,William Saliba,DEF,87,80,54,72,78,88,84,Official
France,Dayot Upamecano,DEF,84,80,52,70,74,86,82,Official
France,N'Golo Kante,MID,84,78,68,80,82,82,78,Official
France,Manu Kone,MID,78,78,66,76,76,72,76,Official
France,Adrien Rabiot,MID,81,80,72,78,78,74,80,Official
France,Aurelien Tchouameni,MID,85,76,70,80,80,84,84,Official
France,Warren Zaire-Emery,MID,82,80,72,80,82,70,74,Official
France,Maghnes Akliouche,FWD,76,84,70,70,76,38,66,Official
France,Bradley Barcola,FWD,83,94,76,76,84,40,68,Official
France,Rayan Cherki,FWD,82,84,78,80,84,42,68,Official
France,Ousmane Dembele,FWD,90,94,82,82,90,44,72,Official
France,Desire Doue,FWD,81,90,74,74,82,40,68,Official
France,Michael Olise,FWD,83,86,78,80,84,44,70,Official
France,Kylian Mbappe,FWD,91,97,90,86,92,44,80,Official
France,Jean-Philippe Mateta,FWD,79,82,78,66,74,38,76,Official
France,Marcus Thuram,FWD,84,86,82,76,82,44,82,Official
Germany,Manuel Neuer,GK,87,90,82,70,88,52,84,Official
Germany,Oliver Baumann,GK,80,76,60,64,74,18,78,Official
Germany,Alexander Nubel,GK,78,74,58,60,70,16,74,Official
Germany,Antonio Rudiger,DEF,85,80,54,70,74,88,86,Official
Germany,Jonathan Tah,DEF,83,76,52,68,72,84,84,Official
Germany,Nico Schlotterbeck,DEF,82,76,52,68,72,84,82,Official
Germany,Nathaniel Brown,DEF,74,78,48,62,64,72,70,Estimated
Germany,David Raum,DEF,80,82,56,74,74,76,72,Official
Germany,Malick Thiaw,DEF,80,78,52,66,68,80,80,Official
Germany,Waldemar Anton,DEF,78,74,50,64,66,78,78,Official
Germany,Pascal Gross,MID,78,72,68,78,74,64,70,Official
Germany,Joshua Kimmich,MID,89,76,76,88,84,86,80,Official
Germany,Leon Goretzka,MID,83,80,74,80,80,76,84,Official
Germany,Lennart Karl,MID,70,72,60,66,68,58,66,Estimated
Germany,Jamal Musiala,MID,88,86,82,86,90,60,72,Official
Germany,Florian Wirtz,FWD,89,80,84,88,90,56,72,Official
Germany,Jamie Leweling,FWD,75,86,68,68,74,40,68,Official
Germany,Aleksandar Pavlovic,MID,80,76,68,78,78,72,76,Official
Germany,Maximilian Beier,FWD,79,86,76,70,76,40,72,Official
Germany,Nadiem Amiri,MID,76,76,68,76,76,54,66,Official
Germany,Leroy Sane,FWD,85,90,78,82,86,48,72,Official
Germany,Angelo Stiller,MID,76,72,64,76,74,64,68,Official
Germany,Felix Nmecha,MID,76,76,66,72,74,62,74,Official
Germany,Kai Havertz,FWD,84,78,82,78,82,64,80,Official
Germany,Denis Undav,FWD,78,80,76,68,74,40,72,Official
Germany,Nick Woltemade,FWD,74,80,70,64,70,36,74,Estimated
Ghana,Lawrence Ati-Zigi,GK,78,74,58,60,70,14,74,Official
Ghana,Joseph Anang,GK,70,64,48,52,58,10,68,Estimated
Ghana,Benjamin Asare,GK,67,60,44,48,54,8,62,Estimated
Ghana,Jonas Adjetey,DEF,70,72,44,60,62,70,68,Official
Ghana,Derrick Luckassen,DEF,72,70,44,58,62,72,72,Official
Ghana,Gideon Mensah,DEF,74,76,50,64,66,72,70,Official
Ghana,Abdul Mumin,DEF,73,70,46,60,62,72,72,Official
Ghana,Jerome Opoku,DEF,71,68,44,58,60,70,70,Estimated
Ghana,Kojo Oppong Preprah,DEF,68,70,42,56,58,66,66,Estimated
Ghana,Baba Abdul Rahman,DEF,74,76,50,64,66,72,68,Official
Ghana,Alidu Seidu,DEF,76,80,52,66,68,74,70,Official
Ghana,Marvin Senaya,DEF,67,70,42,54,56,66,64,Estimated
Ghana,Augustine Boakye,MID,73,80,64,66,70,50,62,Official
Ghana,Abdul Fatawu Issahaku,MID,78,86,68,72,76,48,66,Official
Ghana,Elisha Owusu,MID,72,70,60,68,68,62,68,Official
Ghana,Thomas Partey,MID,82,76,70,80,78,80,80,Official
Ghana,Kwasi Sibo,MID,67,70,54,60,62,52,60,Estimated
Ghana,Kamal Deen Sulemana,FWD,77,90,68,68,76,36,64,Official
Ghana,Caleb Yirenkyi,MID,68,70,56,62,64,54,62,Estimated
Ghana,Prince Kwabena Adu,FWD,67,76,60,56,62,28,58,Estimated
Ghana,Jordan Ayew,FWD,76,84,70,66,72,42,68,Official
Ghana,Christopher Bonsu Baah,FWD,73,84,66,62,70,34,62,Estimated
Ghana,Ernest Nuamah,FWD,77,88,70,66,74,36,66,Official
Ghana,Antoine Semenyo,FWD,78,88,72,66,74,38,68,Official
Ghana,Brandon Thomas-Asante,FWD,74,80,70,62,68,36,68,Official
Ghana,Inaki Williams,FWD,80,90,74,70,78,40,76,Official
Haiti,Johny Placide,GK,73,66,50,54,62,12,70,Official
Haiti,Alexandre Pierre,GK,67,60,44,48,54,8,64,Estimated
Haiti,Josue Duverger,GK,66,60,42,46,52,8,62,Estimated
Haiti,Ricardo Ade,DEF,67,68,40,54,56,66,64,Estimated
Haiti,Carlens Arcus,DEF,69,68,42,56,58,68,68,Estimated
Haiti,Martin Experience,DEF,68,70,42,54,56,66,66,Estimated
Haiti,Jean-Kevin Duverne,DEF,71,72,44,58,60,70,68,Official
Haiti,Duke Lacroix,DEF,66,66,40,52,54,64,64,Estimated
Haiti,Wilguens Paugain,DEF,68,70,42,56,58,66,66,Estimated
Haiti,Hannes Delcroix,DEF,73,72,46,60,62,72,72,Official
Haiti,Keeto Thermoncy,DEF,66,66,40,52,54,64,64,Estimated
Haiti,Leverton Pierre,MID,68,70,56,62,64,52,62,Estimated
Haiti,Danley Jean Jacques,MID,67,68,54,60,62,52,60,Estimated
Haiti,Carl Sainte,MID,68,70,58,62,64,54,62,Estimated
Haiti,Jean-Ricner Bellegarde,MID,72,74,62,66,68,56,64,Official
Haiti,Woodensky Pierre,MID,66,68,54,60,62,50,60,Estimated
Haiti,Dominique Simon,MID,65,66,52,58,60,50,58,Estimated
Haiti,Duckens Nazon,FWD,73,84,66,62,70,34,62,Official
Haiti,Frantzdy Pierrot,FWD,72,82,64,60,68,32,60,Official
Haiti,Derrick Etienne Jr,FWD,71,80,62,60,66,32,60,Official
Haiti,Louicius Deedson,FWD,67,76,58,54,62,28,56,Estimated
Haiti,Ruben Providence,FWD,66,74,56,52,60,26,56,Estimated
Haiti,Josue Casimir,FWD,65,72,54,50,58,26,54,Estimated
Haiti,Yassin Fortune,FWD,67,78,58,56,62,28,58,Estimated
Haiti,Wilson Isidor,FWD,72,82,64,60,68,34,62,Official
Haiti,Lenny Joseph,FWD,65,72,54,50,58,26,54,Estimated
Iran,Alireza Beiranvand,GK,79,74,60,62,72,16,76,Official
Iran,Payam Niazmand,GK,70,64,48,52,58,10,68,Estimated
Iran,Hossein Hosseini,GK,68,62,46,50,56,8,64,Estimated
Iran,Milad Mohammadi,DEF,74,76,50,64,66,72,70,Official
Iran,Morteza Pouraliganji,DEF,73,68,46,60,62,74,72,Official
Iran,Majid Hosseini,DEF,74,70,48,62,64,74,72,Official
Iran,Shoja Khalilzadeh,DEF,72,68,46,60,62,72,70,Official
Iran,Sadegh Moharrami,DEF,74,78,50,64,66,72,70,Official
Iran,Hossein Kanaanizadegan,DEF,70,68,44,56,58,70,70,Estimated
Iran,Abolfazl Jalali,DEF,68,66,42,54,56,68,68,Estimated
Iran,Amir Rostamikhaki,DEF,68,68,42,54,56,66,66,Estimated
Iran,Saeid Ezatolahi,MID,77,74,64,72,72,70,74,Official
Iran,Ahmad Noorollahi,MID,72,70,60,68,68,62,68,Official
Iran,Alireza Jahanbakhsh,MID,79,84,72,72,76,50,68,Official
Iran,Ali Gholizadeh,MID,74,82,66,66,72,44,64,Official
Iran,Mehdi Torabi,MID,72,76,64,66,70,50,64,Official
Iran,Karim Ansarifard,FWD,73,74,70,62,68,36,68,Official
Iran,Mehdi Taremi,FWD,83,78,82,72,78,40,76,Official
Iran,Sardar Azmoun,FWD,80,80,78,70,76,38,72,Official
Iran,Allahyar Sayyadmanesh,FWD,75,84,68,66,72,36,66,Official
Iran,Mohammad Mohebi,FWD,70,78,62,60,66,32,62,Estimated
Iran,Shahin Taheri,FWD,69,76,62,58,64,30,62,Estimated
Iran,Roozbeh Cheshmi,MID,73,72,62,68,68,62,68,Official
Iran,Mohammad Karimi,MID,71,72,60,66,66,58,66,Official
Iran,Shayan Moslah,MID,68,70,56,62,64,52,60,Estimated
Iran,Danial Esmaeilifar,DEF,66,66,40,52,54,64,64,Estimated
Iraq,Jalal Hassan,GK,72,66,50,54,62,12,70,Official
Iraq,Fahad Tahseen,GK,67,60,44,48,54,8,64,Estimated
Iraq,Mohammed Hameed,GK,65,58,42,46,52,6,62,Estimated
Iraq,Ali Adnan,DEF,75,76,52,66,68,72,70,Official
Iraq,Rebin Sulaka,DEF,70,70,44,58,60,70,68,Estimated
Iraq,Saad Abdul Amir,DEF,69,68,42,56,58,68,68,Estimated
Iraq,Mustafa Mohammed Nour,DEF,70,68,44,56,58,70,70,Estimated
Iraq,Ahmed Ibrahim,DEF,68,68,42,54,56,66,66,Estimated
Iraq,Amjad Attwan,DEF,67,66,40,52,54,64,64,Estimated
Iraq,Hussein Ali,DEF,68,68,42,54,56,66,64,Estimated
Iraq,Mohanad Ali,DEF,67,66,40,52,54,64,64,Estimated
Iraq,Mohannad Abu Taha,MID,72,72,62,66,68,58,64,Official
Iraq,Amer Jamous,MID,70,70,58,64,66,56,62,Estimated
Iraq,Mohammad Al-Dawoud,MID,68,68,56,62,64,54,60,Estimated
Iraq,Nizar Al-Rashdan,MID,70,72,60,64,66,54,62,Estimated
Iraq,Ibrahim Sadeh,MID,67,68,54,60,62,52,60,Estimated
Iraq,Noor Al-Rawabdeh,MID,66,66,52,58,60,50,58,Estimated
Iraq,Rajaei Ayed,MID,65,64,50,56,58,48,56,Estimated
Iraq,Musa Al-Taamari,FWD,76,84,68,68,74,36,66,Official
Iraq,Mahmoud Al-Mardi,FWD,68,76,60,58,64,30,60,Estimated
Iraq,Ali Olwan,FWD,69,76,62,58,64,32,60,Estimated
Iraq,Mohammad Abu Zrayq,FWD,70,78,62,60,66,32,62,Estimated
Iraq,Odeh Al-Fakhouri,FWD,68,76,60,56,62,28,60,Estimated
Iraq,Ibrahim Sabra,FWD,68,74,60,56,62,28,58,Estimated
Iraq,Ali Azaizeh,FWD,69,76,62,58,64,30,60,Official
Ivory Coast,Yahia Fofana,GK,77,72,54,58,68,14,74,Official
Ivory Coast,Alban Lafont,GK,79,74,58,62,70,16,76,Official
Ivory Coast,Mohamed Kone,GK,70,64,48,52,58,10,68,Estimated
Ivory Coast,Ghislain Konan,DEF,75,78,52,66,68,72,70,Official
Ivory Coast,Odilon Kossounou,DEF,81,78,52,68,70,82,80,Official
Ivory Coast,Wilfried Singo,DEF,79,84,54,68,72,76,72,Official
Ivory Coast,Evan Ndicka,DEF,82,78,52,68,70,82,80,Official
Ivory Coast,Emmanuel Agbadou,DEF,78,74,50,64,66,78,78,Official
Ivory Coast,Guela Doue,DEF,74,76,50,62,64,72,70,Estimated
Ivory Coast,Ousmane Diomande,DEF,80,76,52,66,68,80,78,Official
Ivory Coast,Clement Akpa,DEF,68,70,42,56,58,66,66,Estimated
Ivory Coast,Franck Kessie,MID,83,78,74,80,80,80,84,Official
Ivory Coast,Jean Michael Seri,MID,76,72,66,74,74,66,68,Official
Ivory Coast,Ibrahim Sangare,MID,80,76,68,76,76,78,82,Official
Ivory Coast,Seko Fofana,MID,82,78,72,80,80,72,78,Official
Ivory Coast,Christ Inao Oulai,MID,68,70,56,62,64,54,62,Estimated
Ivory Coast,Parfait Guiagon,MID,67,68,54,60,62,52,60,Estimated
Ivory Coast,Nicolas Pepe,FWD,79,88,74,72,80,38,68,Official
Ivory Coast,Oumar Diakite,FWD,71,80,64,62,68,34,62,Estimated
Ivory Coast,Simon Adingra,FWD,78,90,72,70,76,36,64,Official
Ivory Coast,Evann Guessand,FWD,74,82,68,64,70,36,66,Official
Ivory Coast,Amad Diallo,FWD,82,86,76,78,82,44,66,Official
Ivory Coast,Yan Diomande,FWD,69,78,62,58,64,32,60,Estimated
Ivory Coast,Bazoumana Toure,FWD,66,74,58,54,60,28,58,Estimated
Ivory Coast,Elye Wahi,FWD,78,84,76,70,76,36,70,Official
Ivory Coast,Ange Yoan-Bonny,FWD,73,82,66,64,70,34,62,Estimated
Japan,Zion Suzuki,GK,78,72,56,58,68,14,74,Official
Japan,Keisuke Osako,GK,68,62,46,50,56,8,64,Estimated
Japan,Tomoki Hayakawa,GK,67,60,44,48,54,8,62,Estimated
Japan,Yuto Nagatomo,DEF,75,78,52,66,68,72,68,Official
Japan,Takehiro Tomiyasu,DEF,81,80,54,68,70,80,76,Official
Japan,Ko Itakura,DEF,77,72,50,64,66,78,74,Official
Japan,Shogo Taniguchi,DEF,74,70,48,62,64,74,72,Official
Japan,Hiroki Ito,DEF,79,76,52,66,68,80,76,Official
Japan,Yukinari Sugawara,DEF,76,80,52,66,68,72,70,Official
Japan,Ayumu Seko,DEF,68,70,44,56,58,66,66,Estimated
Japan,Tsuyoshi Watanabe,DEF,72,68,46,60,62,72,70,Estimated
Japan,Junnosuke Suzuki,DEF,67,68,42,54,56,64,64,Estimated
Japan,Wataru Endo,MID,80,74,68,78,76,76,76,Official
Japan,Junya Ito,MID,77,86,68,68,74,48,64,Official
Japan,Ritsu Doan,MID,78,84,70,72,76,50,66,Official
Japan,Daichi Kamada,MID,80,78,74,78,78,58,70,Official
Japan,Takefusa Kubo,MID,81,82,74,80,82,52,66,Official
Japan,Ao Tanaka,MID,76,72,64,74,72,64,70,Official
Japan,Keito Nakamura,MID,72,76,64,66,70,48,62,Official
Japan,Kaishu Sano,MID,68,70,56,62,64,54,62,Estimated
Japan,Ayase Ueda,FWD,77,80,76,66,72,38,72,Official
Japan,Daizen Maeda,FWD,75,84,68,62,70,36,68,Official
Japan,Koki Ogawa,FWD,73,78,68,62,66,34,66,Official
Japan,Yuito Suzuki,FWD,70,78,62,60,66,32,60,Estimated
Japan,Keisuke Goto,FWD,68,76,60,56,62,28,58,Estimated
Japan,Kento Shiogai,FWD,67,74,58,54,60,28,56,Estimated
Jordan,Yazeed Abo Laila,GK,68,62,46,50,56,8,64,Estimated
Jordan,Mohammed Yousef Ryahi,GK,66,60,44,48,52,6,62,Estimated
Jordan,Amer Shafi,GK,73,66,50,54,62,12,70,Official
Jordan,Yazan Al-Arab,DEF,68,68,42,54,56,66,64,Estimated
Jordan,Musa Al-Tamari,FWD,76,84,68,68,74,36,66,Official
Jordan,Ahmed Ibrahim Samir,DEF,67,66,40,52,54,64,64,Estimated
Jordan,Khaled Al-Sahouri,DEF,68,66,42,54,56,66,64,Estimated
Jordan,Yazan Al-Naimat,DEF,67,66,40,52,54,64,64,Estimated
Jordan,Baha Faisal,DEF,66,64,38,50,52,62,62,Estimated
Jordan,Abdallah Nasib,DEF,66,66,40,52,54,64,62,Estimated
Jordan,Mohammed Rashdan,DEF,65,64,38,50,52,62,62,Estimated
Jordan,Rajaei Ayed,MID,65,64,50,56,58,48,56,Estimated
Jordan,Noor Al-Rawabdeh,MID,66,66,52,58,60,50,58,Estimated
Jordan,Ibrahim Sadeh,MID,67,68,54,60,62,52,60,Estimated
Jordan,Nizar Al-Rashdan,MID,70,72,60,64,66,54,62,Estimated
Jordan,Mohannad Abu Taha,MID,72,72,62,66,68,58,64,Official
Jordan,Amer Jamous,MID,70,70,58,64,66,56,62,Estimated
Jordan,Mohammad Al-Dawoud,MID,68,68,56,62,64,54,60,Estimated
Jordan,Musa Al-Taamari,FWD,76,84,68,68,74,36,66,Official
Jordan,Mahmoud Al-Mardi,FWD,68,76,60,58,64,30,60,Estimated
Jordan,Ali Olwan,FWD,69,76,62,58,64,32,60,Estimated
Jordan,Mohammad Abu Zrayq,FWD,70,78,62,60,66,32,62,Estimated
Jordan,Odeh Al-Fakhouri,FWD,68,76,60,56,62,28,60,Estimated
Jordan,Ibrahim Sabra,FWD,68,74,60,56,62,28,58,Estimated
Jordan,Ali Azaizeh,FWD,69,76,62,58,64,30,60,Official
Mexico,Guillermo Ochoa,GK,82,78,62,64,74,18,78,Official
Mexico,Raul Rangel,GK,74,68,52,56,64,12,72,Official
Mexico,Carlos Acevedo,GK,72,66,50,54,62,10,70,Official
Mexico,Jesus Gallardo,DEF,76,80,52,66,68,72,68,Official
Mexico,Cesar Montes,DEF,77,72,48,62,64,78,76,Official
Mexico,Jorge Sanchez,DEF,74,78,50,64,66,72,68,Official
Mexico,Johan Vasquez,DEF,74,70,46,60,62,74,72,Official
Mexico,Israel Reyes,DEF,71,68,44,58,60,70,70,Estimated
Mexico,Mateo Chavez,DEF,68,70,42,56,58,66,66,Estimated
Mexico,Edson Alvarez,MID,84,76,70,80,78,82,84,Official
Mexico,Orbelin Pineda,MID,76,76,66,72,74,58,66,Official
Mexico,Luis Romo,MID,72,70,60,68,68,62,68,Official
Mexico,Roberto Alvarado,MID,74,78,66,70,72,58,66,Official
Mexico,Luis Chavez,MID,75,74,66,72,72,62,70,Official
Mexico,Eric Lira,MID,70,70,58,64,66,58,64,Estimated
Mexico,Gilberto Mora,MID,68,68,54,62,64,52,62,Estimated
Mexico,Brian Gutierrez,MID,72,74,62,68,70,54,64,Official
Mexico,Obed Vargas,MID,74,76,64,70,72,58,66,Official
Mexico,Alvaro Fidalgo,MID,74,72,66,72,72,60,66,Official
Mexico,Raul Jimenez,FWD,80,76,80,70,76,40,76,Official
Mexico,Alexis Vega,FWD,76,84,70,66,74,38,66,Official
Mexico,Santiago Gimenez,FWD,84,80,86,72,80,38,76,Official
Mexico,Cesar Huerta,FWD,76,88,70,68,74,36,62,Official
Mexico,Julian Quinones,FWD,75,84,68,66,72,36,68,Official
Mexico,Guillermo Martinez,FWD,70,76,64,62,66,32,64,Estimated
Mexico,Armando Gonzalez,FWD,68,72,60,58,62,30,62,Estimated
Morocco,Yassine Bounou,GK,85,84,70,68,82,22,82,Official
Morocco,Munir Mohamedi,GK,76,70,54,58,68,14,74,Official
Morocco,Ahmed Reda Tagnaouti,GK,74,68,52,56,64,12,72,Official
Morocco,Achraf Hakimi,DEF,88,92,70,80,82,78,76,Official
Morocco,Nayef Aguerd,DEF,82,74,52,68,70,82,80,Official
Morocco,Noussair Mazraoui,DEF,82,82,58,72,74,80,76,Official
Morocco,Youssef Belammari,DEF,70,72,46,60,62,70,68,Estimated
Morocco,Anass Salah-Eddine,DEF,72,74,48,62,64,70,68,Estimated
Morocco,Chadi Riad,DEF,76,72,50,64,66,76,74,Official
Morocco,Issa Diop,DEF,76,72,50,64,66,76,76,Official
Morocco,Zakaria El Ouahdi,DEF,72,74,48,62,64,70,68,Estimated
Morocco,Redouane Halhal,DEF,70,72,46,60,62,68,66,Estimated
Morocco,Sofyan Amrabat,MID,82,76,68,78,78,78,80,Official
Morocco,Azzedine Ounahi,MID,78,78,68,74,76,64,72,Official
Morocco,Bilal El Khannouss,MID,80,82,72,78,80,58,68,Official
Morocco,Ismael Saibari,MID,76,80,68,72,74,56,66,Official
Morocco,Neil El Aynaoui,MID,72,74,62,68,70,56,64,Official
Morocco,Samir El Mourabet,MID,68,70,56,62,64,52,60,Estimated
Morocco,Ayyoub Bouaddi,MID,72,74,62,66,70,54,64,Estimated
Morocco,Ayoub El Kaabi,FWD,80,80,78,68,76,38,72,Official
Morocco,Soufiane Rahimi,FWD,78,86,74,68,76,36,66,Official
Morocco,Brahim Diaz,FWD,83,82,78,80,84,44,68,Official
Morocco,Abde Ezzalzouli,FWD,78,88,70,70,76,36,64,Official
Morocco,Chemsdine Talbi,FWD,73,82,66,64,70,34,62,Estimated
Morocco,Gessime Yassine,FWD,70,78,62,60,66,32,60,Estimated
Morocco,Ayoube Amaimouni,FWD,68,76,60,58,62,30,58,Estimated
Netherlands,Mark Flekken,GK,82,78,62,64,76,18,78,Official
Netherlands,Robin Roefs,GK,74,68,52,56,64,12,72,Estimated
Netherlands,Bart Verbruggen,GK,79,74,58,60,70,16,76,Official
Netherlands,Nathan Ake,DEF,84,80,56,74,76,84,80,Official
Netherlands,Denzel Dumfries,DEF,83,88,62,72,74,78,76,Official
Netherlands,Jorrel Hato,DEF,77,78,52,64,66,76,72,Official
Netherlands,Jurrien Timber,DEF,83,80,56,72,74,82,78,Official
Netherlands,Jan Paul van Hecke,DEF,79,74,50,64,66,80,76,Official
Netherlands,Virgil van Dijk,DEF,90,72,56,78,78,90,86,Official
Netherlands,Micky van de Ven,DEF,83,88,52,68,72,82,78,Official
Netherlands,Mats Wieffer,MID,78,74,64,74,72,70,74,Official
Netherlands,Ryan Gravenberch,MID,86,82,72,84,82,76,80,Official
Netherlands,Frenkie de Jong,MID,86,80,72,86,86,74,76,Official
Netherlands,Teun Koopmeijners,MID,83,78,76,82,82,68,76,Official
Netherlands,Tijjani Reijnders,MID,86,80,74,84,84,68,76,Official
Netherlands,Maarten de Roon,MID,76,68,62,72,70,72,74,Official
Netherlands,Guus Til,MID,74,72,64,70,70,60,70,Official
Netherlands,Quinten Timber,MID,76,76,66,72,72,66,72,Official
Netherlands,Brian Brobbey,FWD,82,84,80,70,78,42,82,Official
Netherlands,Memphis Depay,FWD,80,82,78,74,80,42,72,Official
Netherlands,Cody Gakpo,FWD,85,88,80,78,84,46,76,Official
Netherlands,Justin Kluivert,FWD,79,86,74,72,78,40,68,Official
Netherlands,Noa Lang,FWD,78,88,70,72,78,36,64,Official
Netherlands,Donyell Malen,FWD,80,92,76,72,80,36,68,Official
Netherlands,Crysencio Summerville,FWD,79,90,72,72,78,36,64,Official
Netherlands,Wout Weghorst,FWD,76,70,76,64,70,38,80,Official
New Zealand,Max Crocombe,GK,72,66,50,54,62,10,70,Official
New Zealand,Alex Paulsen,GK,68,62,46,50,56,8,64,Estimated
New Zealand,Michael Woud,GK,70,64,48,52,58,10,66,Estimated
New Zealand,Tim Payne,DEF,67,68,42,54,56,64,64,Estimated
New Zealand,Francis de Vries,DEF,68,68,42,54,56,66,66,Estimated
New Zealand,Tyler Bindon,DEF,70,70,44,56,58,68,68,Official
New Zealand,Michael Boxall,DEF,72,66,44,58,60,72,70,Official
New Zealand,Liberato Cacace,DEF,75,78,50,64,66,72,70,Official
New Zealand,Nando Pijnaker,DEF,72,68,44,58,60,72,70,Official
New Zealand,Finn Surman,DEF,74,74,48,62,64,72,72,Estimated
New Zealand,Callan Elliot,DEF,66,68,40,52,54,64,64,Estimated
New Zealand,Tommy Smith,DEF,68,68,42,54,56,66,66,Official
New Zealand,Joe Bell,MID,73,72,62,68,68,58,66,Official
New Zealand,Matthew Garbett,MID,70,70,58,64,64,54,62,Official
New Zealand,Marko Stamenic,MID,72,72,60,66,66,56,64,Official
New Zealand,Sarpreet Singh,MID,72,74,62,66,68,52,62,Official
New Zealand,Elijah Just,MID,67,68,54,60,62,50,58,Estimated
New Zealand,Alex Rufer,MID,69,70,58,62,64,52,60,Official
New Zealand,Ben Old,MID,67,68,54,60,62,50,58,Estimated
New Zealand,Callum McCowatt,MID,68,70,56,62,64,50,60,Official
New Zealand,Ryan Thomas,MID,68,68,54,60,62,52,60,Official
