date,team,elo_rating
2021-09-02,Iraq,1655.9
2021-09-02,Sweden,1808.1
2021-09-02,Spain,1994.2
2021-09-02,Ecuador,1749.8
2021-09-02,Paraguay,1672.0
2021-09-04,Haiti,1469.7
2021-09-04,Jordan,1514.1
2021-09-04,Qatar,1614.5
2021-09-04,Portugal,1961.9
2021-09-05,Sweden,1809.5
2021-09-05,Uzbekistan,1458.3
2021-09-05,Belgium,2024.3
2021-09-05,Czech Republic,1761.3
2021-09-05,Paraguay,1676.8
2021-09-05,Colombia,1852.2
2021-09-05,United States,1772.9
2021-09-05,Canada,1659.0
2021-09-06,South Africa,1602.4
2021-09-06,Ghana,1688.3
2021-09-07,Austria,1697.0
2021-09-07,Scotland,1630.2
2021-09-07,Netherlands,1912.3
2021-09-07,Turkey,1844.7
2021-09-07,Iraq,1630.7
2021-09-07,Iran,1780.6
2021-09-08,Panama,1535.9
2021-09-08,Mexico,1842.7
2021-09-09,Uruguay,1866.2
2021-09-09,Ecuador,1740.5
2021-10-07,Saudi Arabia,1637.8
2021-10-07,Japan,1771.0
2021-10-07,Mexico,1829.3
2021-10-07,Canada,1672.5
2021-10-07,Paraguay,1687.9
2021-10-07,Argentina,1982.9
2021-10-07,Uruguay,1859.9
2021-10-07,Colombia,1858.6
2021-10-07,Belgium,2001.9
2021-10-07,France,2082.9
2021-10-08,Turkey,1833.7
2021-10-08,Norway,1739.0
2021-10-09,Curaçao,1484.6
2021-10-09,New Zealand,1446.5
2021-10-09,Portugal,1964.4
2021-10-09,Qatar,1612.0
2021-10-10,Spain,1975.5
2021-10-10,France,2101.7
2021-10-10,Argentina,1998.0
2021-10-10,Uruguay,1844.7
2021-10-10,Panama,1563.4
2021-10-10,United States,1745.4
2021-10-10,Colombia,1862.7
2021-10-10,Brazil,2028.1
2021-10-12,Iran,1772.5
2021-10-12,South Korea,1738.9
2021-10-12,Japan,1782.3
2021-10-12,Australia,1697.0
2021-10-12,Jordan,1524.3
2021-10-12,Uzbekistan,1448.2
2021-10-13,Canada,1688.7
2021-10-13,Panama,1547.3
2021-10-14,Colombia,1851.5
2021-10-14,Ecuador,1751.8
2021-10-14,Brazil,2039.5
2021-10-14,Uruguay,1833.2
2021-10-27,Mexico,1817.1
2021-10-27,Ecuador,1764.0
2021-11-11,Australia,1688.5
2021-11-11,Saudi Arabia,1646.4
2021-11-11,Brazil,2045.9
2021-11-11,Colombia,1845.1
2021-11-12,United States,1773.0
2021-11-12,Mexico,1789.5
2021-11-12,Uruguay,1816.9
2021-11-12,Argentina,2014.4
2021-11-14,Ghana,1698.5
2021-11-14,South Africa,1592.1
2021-11-14,Spain,1982.6
2021-11-14,Sweden,1802.4
2021-11-16,Argentina,2010.5
2021-11-16,Brazil,2049.8
2021-11-16,Colombia,1832.5
2021-11-16,Paraguay,1700.5
2021-11-16,Netherlands,1922.6
2021-11-16,Norway,1728.7
2021-11-16,Canada,1708.7
2021-11-16,Mexico,1769.5
2021-11-16,Iraq,1606.2
2021-11-16,South Korea,1763.3
2021-12-01,Saudi Arabia,1623.0
2021-12-01,Jordan,1547.7
2021-12-04,Jordan,1531.4
2021-12-04,Morocco,1757.0
2021-12-06,Qatar,1633.6
2021-12-06,Iraq,1584.6
2021-12-07,Morocco,1768.1
2021-12-07,Saudi Arabia,1611.9
2021-12-07,Algeria,1757.0
2021-12-07,Egypt,1646.4
2021-12-11,Egypt,1664.3
2021-12-11,Jordan,1513.6
2021-12-11,Morocco,1767.6
2021-12-11,Algeria,1757.6
2021-12-15,Tunisia,1669.7
2021-12-15,Egypt,1646.2
2021-12-15,Qatar,1617.3
2021-12-15,Algeria,1773.9
2021-12-18,Qatar,1613.7
2021-12-18,Egypt,1649.7
2021-12-18,Tunisia,1651.1
2021-12-18,Algeria,1792.5
2021-12-18,United States,1779.0
2021-12-18,Bosnia and Herzegovina,1718.0
2022-01-05,Algeria,1805.4
2022-01-05,Ghana,1685.6
2022-01-10,Morocco,1781.0
2022-01-10,Ghana,1672.2
2022-01-20,Ivory Coast,1733.2
2022-01-20,Algeria,1771.3
2022-01-25,Senegal,1719.3
2022-01-25,Cape Verde,1534.9
2022-01-26,Ivory Coast,1729.1
2022-01-26,Egypt,1653.8
2022-01-27,Iran,1778.9
2022-01-27,Iraq,1578.2
2022-01-27,Ecuador,1773.7
2022-01-27,Brazil,2040.0
2022-01-27,Paraguay,1681.4
2022-01-27,Uruguay,1836.0
2022-01-28,Jordan,1525.7
2022-01-28,New Zealand,1434.4
2022-01-30,Egypt,1677.5
2022-01-30,Morocco,1757.4
2022-01-30,Canada,1736.2
2022-01-30,United States,1751.5
2022-02-01,Japan,1792.8
2022-02-01,Saudi Arabia,1601.5
2022-02-01,Argentina,2017.2
2022-02-01,Colombia,1825.8
2022-02-01,Brazil,2045.0
2022-02-01,Paraguay,1676.4
2022-02-02,Mexico,1774.9
2022-02-02,Panama,1541.9
2022-02-06,Senegal,1717.2
2022-02-06,Egypt,1679.6
2022-03-24,Mexico,1768.1
2022-03-24,United States,1758.3
2022-03-24,South Korea,1786.2
2022-03-24,Iran,1756.0
2022-03-24,Australia,1658.8
2022-03-24,Japan,1822.4
2022-03-24,Paraguay,1706.2
2022-03-24,Ecuador,1744.0
2022-03-24,Portugal,1976.9
2022-03-24,Turkey,1821.1
2022-03-24,Sweden,1814.7
2022-03-24,Czech Republic,1749.0
2022-03-25,DR Congo,1605.8
2022-03-25,Morocco,1754.2
2022-03-25,Egypt,1696.0
2022-03-25,Senegal,1700.7
2022-03-25,France,2102.9
2022-03-25,Ivory Coast,1727.9
2022-03-26,England,1929.3
2022-03-26,Switzerland,1913.7
2022-03-27,United States,1768.8
2022-03-27,Panama,1531.4
2022-03-29,Netherlands,1917.9
2022-03-29,Germany,1846.5
2022-03-29,France,2104.9
2022-03-29,South Africa,1590.1
2022-03-29,England,1934.6
2022-03-29,Ivory Coast,1722.6
2022-03-29,Austria,1692.6
2022-03-29,Scotland,1634.7
2022-03-29,Ecuador,1753.2
2022-03-29,Argentina,2008.0
2022-03-29,Saudi Arabia,1619.0
2022-03-29,Australia,1641.3
2022-03-29,Senegal,1714.9
2022-03-29,Egypt,1681.9
2022-03-29,Morocco,1767.8
2022-03-29,DR Congo,1592.3
2022-03-30,Panama,1557.3
2022-03-30,Canada,1710.3
2022-06-01,Australia,1648.1
2022-06-01,Jordan,1518.9
2022-06-01,United States,1781.3
2022-06-01,Morocco,1755.2
2022-06-02,Czech Republic,1778.6
2022-06-02,Switzerland,1884.1
2022-06-02,Spain,1975.2
2022-06-02,Portugal,1984.3
2022-06-02,Japan,1830.2
2022-06-02,Paraguay,1698.4
2022-06-02,South Korea,1775.4
2022-06-02,Brazil,2055.8
2022-06-02,Mexico,1753.9
2022-06-02,Uruguay,1850.1
2022-06-03,Croatia,1735.7
2022-06-03,Austria,1760.0
2022-06-03,Belgium,1936.9
2022-06-03,Netherlands,1982.8
2022-06-05,United States,1780.4
2022-06-05,Uruguay,1851.0
2022-06-05,Mexico,1753.9
2022-06-05,Ecuador,1753.2
2022-06-05,Saudi Arabia,1614.4
2022-06-05,Colombia,1830.4
2022-06-05,Czech Republic,1785.4
2022-06-05,Spain,1968.4
2022-06-05,Portugal,2006.8
2022-06-05,Switzerland,1861.6
2022-06-05,Sweden,1777.5
2022-06-05,Norway,1766.0
2022-06-06,Croatia,1752.0
2022-06-06,France,2088.7
2022-06-06,Japan,1823.7
2022-06-06,Brazil,2062.3
2022-06-07,Germany,1845.6
2022-06-07,England,1935.4
2022-06-09,Morocco,1762.4
2022-06-09,South Africa,1583.0
2022-06-09,Canada,1722.8
2022-06-09,Curaçao,1472.2
2022-06-09,Portugal,2017.0
2022-06-09,Czech Republic,1775.2
2022-06-09,Switzerland,1837.1
2022-06-09,Spain,1992.9
2022-06-10,Austria,1774.4
2022-06-10,France,2074.2
2022-06-10,South Korea,1770.7
2022-06-10,Paraguay,1703.0
2022-06-10,Japan,1835.3
2022-06-10,Ghana,1660.5
2022-06-11,Ecuador,1757.6
2022-06-11,Cape Verde,1530.5
2022-06-11,Uruguay,1854.7
2022-06-11,Panama,1553.5
2022-06-12,Iran,1746.5
2022-06-12,Algeria,1780.9
2022-06-12,Norway,1784.7
2022-06-12,Sweden,1758.7
2022-06-12,Switzerland,1867.8
2022-06-12,Portugal,1986.4
2022-06-12,Spain,2003.3
2022-06-12,Czech Republic,1764.8
2022-06-13,France,2028.3
2022-06-13,Croatia,1797.9
2022-06-14,Japan,1784.1
2022-06-14,Tunisia,1702.4
2022-06-14,South Korea,1779.6
2022-06-14,Egypt,1673.0
2022-07-27,Japan,1805.7
2022-07-27,South Korea,1757.9
2022-08-31,Mexico,1742.5
2022-08-31,Paraguay,1714.5
2022-09-22,Australia,1650.9
2022-09-22,New Zealand,1431.6
2022-09-22,France,2036.9
2022-09-22,Austria,1765.8
2022-09-23,Japan,1830.1
2022-09-23,United States,1756.1
2022-09-23,Brazil,2065.5
2022-09-23,Ghana,1657.3
2022-09-23,Canada,1733.2
2022-09-23,Qatar,1603.3
2022-09-23,Iran,1759.5
2022-09-23,Uruguay,1841.7
2022-09-23,Saudi Arabia,1618.3
2022-09-23,Ecuador,1753.7
2022-09-24,Spain,1963.6
2022-09-24,Switzerland,1907.5
2022-09-24,Czech Republic,1733.7
2022-09-24,Portugal,2017.5
2022-09-25,New Zealand,1421.5
2022-09-25,Australia,1660.9
2022-09-25,Austria,1721.0
2022-09-25,Croatia,1842.7
2022-09-25,Netherlands,1997.9
2022-09-25,Belgium,1921.8
2022-09-26,England,1923.0
2022-09-26,Germany,1858.1
2022-09-27,Brazil,2069.6
2022-09-27,Tunisia,1698.3
2022-09-27,Canada,1722.8
2022-09-27,Uruguay,1852.2
2022-09-27,Ecuador,1757.5
2022-09-27,Japan,1826.3
2022-09-27,Iran,1758.2
2022-09-27,Senegal,1716.2
2022-09-27,Mexico,1734.9
2022-09-27,Colombia,1837.9
2022-09-27,Paraguay,1715.9
2022-09-27,Morocco,1761.0
2022-09-27,Saudi Arabia,1622.1
2022-09-27,United States,1752.3
2022-09-27,Portugal,1982.1
2022-09-27,Spain,1999.0
2022-09-27,Switzerland,1916.1
2022-09-27,Czech Republic,1725.2
2022-11-07,Qatar,1611.9
2022-11-07,Panama,1545.0
2022-11-09,Mexico,1745.8
2022-11-09,Iraq,1567.4
2022-11-10,Saudi Arabia,1619.9
2022-11-10,Panama,1547.1
2022-11-12,Iraq,1572.4
2022-11-12,Ecuador,1752.5
2022-11-16,Iran,1740.6
2022-11-16,Tunisia,1715.8
2022-11-16,Mexico,1736.1
2022-11-16,Sweden,1768.3
2022-11-16,Saudi Arabia,1613.3
2022-11-16,Croatia,1849.3
2022-11-16,Turkey,1824.3
2022-11-16,Scotland,1631.4
2022-11-17,Japan,1813.4
2022-11-17,Canada,1735.6
2022-11-17,Jordan,1515.9
2022-11-17,Spain,2002.0
2022-11-17,Switzerland,1891.6
2022-11-17,Ghana,1681.8
2022-11-18,Egypt,1689.2
2022-11-18,Belgium,1905.7
2022-11-19,Colombia,1847.9
2022-11-19,Paraguay,1705.9
2022-11-19,Sweden,1779.6
2022-11-19,Algeria,1769.6
2022-11-19,Turkey,1829.1
2022-11-19,Czech Republic,1720.3
2022-11-20,Qatar,1572.1
2022-11-20,Ecuador,1792.3
2022-11-21,England,1952.1
2022-11-21,Iran,1711.5
2022-11-21,Senegal,1701.3
2022-11-21,Netherlands,2012.8
2022-11-22,Argentina,1953.6
2022-11-22,Saudi Arabia,1667.7
2022-11-22,France,2047.8
2022-11-22,Australia,1650.1
2022-11-23,Germany,1824.2
2022-11-23,Japan,1847.2
2022-11-23,Morocco,1768.5
2022-11-23,Croatia,1841.8
2022-11-23,Belgium,1922.1
2022-11-23,Canada,1719.3
2022-11-24,Uruguay,1844.2
2022-11-24,South Korea,1765.8
2022-11-24,Portugal,1991.1
2022-11-24,Ghana,1672.8
2022-11-25,Qatar,1530.9
2022-11-25,Senegal,1742.5
2022-11-25,Netherlands,1995.9
2022-11-25,Ecuador,1809.1
2022-11-25,England,1936.6
2022-11-25,United States,1767.9
2022-11-26,Argentina,1973.6
2022-11-26,Mexico,1716.1
2022-11-26,Tunisia,1680.2
2022-11-26,Australia,1685.7
2022-11-27,Belgium,1858.4
2022-11-27,Morocco,1832.1
2022-11-27,Croatia,1876.5
2022-11-27,Canada,1684.5
2022-11-27,Spain,1987.9
2022-11-27,Germany,1838.4
2022-11-28,Brazil,2085.4
2022-11-28,Switzerland,1875.8
2022-11-28,South Korea,1728.0
2022-11-28,Ghana,1710.6
2022-11-28,Portugal,2018.2
2022-11-28,Uruguay,1817.2
2022-11-29,Ecuador,1773.5
2022-11-29,Senegal,1778.2
2022-11-29,Qatar,1521.1
2022-11-29,Netherlands,2005.7
2022-11-29,Iran,1686.3
2022-11-29,United States,1793.1
2022-11-30,Saudi Arabia,1641.8
2022-11-30,Mexico,1742.0
2022-11-30,Tunisia,1733.8
2022-11-30,France,1994.2
2022-12-01,Japan,1888.8
2022-12-01,Spain,1946.3
2022-12-01,Croatia,1875.0
2022-12-01,Belgium,1860.0
2022-12-01,Canada,1666.6
2022-12-01,Morocco,1850.1
2022-12-02,South Korea,1778.5
2022-12-02,Portugal,1967.7
2022-12-02,Ghana,1679.0
2022-12-02,Uruguay,1848.8
2022-12-03,Argentina,1983.2
2022-12-03,Australia,1676.1
2022-12-03,Netherlands,2026.2
2022-12-03,United States,1772.6
2022-12-04,England,1966.7
2022-12-04,Senegal,1748.1
2022-12-05,Japan,1887.6
2022-12-05,Croatia,1876.2
2022-12-05,Brazil,2100.8
2022-12-05,South Korea,1763.2
2022-12-06,Morocco,1858.2
2022-12-06,Spain,1938.2
2022-12-06,Portugal,2012.1
2022-12-06,Switzerland,1831.3
2022-12-09,Croatia,1893.2
2022-12-09,Brazil,2083.7
2022-12-09,Netherlands,2022.5
2022-12-09,Argentina,1986.9
2022-12-10,Morocco,1900.7
2022-12-10,Portugal,1969.7
2022-12-10,England,1939.0
2022-12-10,France,2021.8
2022-12-13,Argentina,2025.6
2022-12-13,Croatia,1854.6
2022-12-14,France,2051.8
2022-12-14,Morocco,1870.8
2022-12-17,Croatia,1886.0
2022-12-17,Morocco,1839.4
2022-12-18,Argentina,2027.8
2022-12-18,France,2049.5
2023-01-09,Iraq,1596.3
2023-01-09,Saudi Arabia,1617.9
2023-01-16,Iraq,1605.7
2023-01-16,Qatar,1511.7
2023-01-28,United States,1771.9
2023-01-28,Colombia,1848.6
2023-03-23,Argentina,2028.9
2023-03-23,Panama,1546.1
2023-03-24,Australia,1691.0
2023-03-24,Ecuador,1758.6
2023-03-24,Japan,1883.8
2023-03-24,Uruguay,1852.6
2023-03-24,South Korea,1762.7
2023-03-24,Colombia,1849.0
2023-03-24,France,2080.0
2023-03-24,Netherlands,1992.0
2023-03-24,Sweden,1733.4
2023-03-24,Belgium,1906.2
2023-03-25,Morocco,1853.3
2023-03-25,Brazil,2069.7
2023-03-25,Spain,1954.7
2023-03-25,Norway,1768.2
2023-03-25,Curaçao,1444.6
2023-03-25,Canada,1694.1
2023-03-28,Turkey,1787.0
2023-03-28,Croatia,1928.1
2023-03-28,Scotland,1690.2
2023-03-28,Spain,1896.0
2023-03-28,Japan,1870.1
2023-03-28,Colombia,1862.7
2023-03-28,South Korea,1752.4
2023-03-28,Uruguay,1862.9
2023-03-28,Germany,1827.4
2023-03-28,Belgium,1917.1
2023-03-28,Australia,1680.1
2023-03-28,Ecuador,1769.5
2023-03-28,Argentina,2029.7
2023-03-28,Curaçao,1443.8
2023-04-19,United States,1768.3
2023-04-19,Mexico,1745.5
2023-06-12,Morocco,1844.9
2023-06-12,Cape Verde,1538.9
2023-06-14,Netherlands,1938.0
2023-06-14,Croatia,1982.1
2023-06-15,Panama,1523.7
2023-06-15,Canada,1716.6
2023-06-15,United States,1797.2
2023-06-15,Mexico,1716.6
2023-06-15,Argentina,2033.3
2023-06-15,Australia,1676.5
2023-06-16,Colombia,1866.4
2023-06-16,Iraq,1602.0
2023-06-16,Sweden,1736.4
2023-06-16,New Zealand,1418.5
2023-06-17,Portugal,1979.9
2023-06-17,Bosnia and Herzegovina,1707.7
2023-06-17,South Africa,1611.7
2023-06-17,Morocco,1816.2
2023-06-17,Norway,1731.4
2023-06-17,Scotland,1727.0
2023-06-17,Belgium,1899.8
2023-06-17,Austria,1738.3
2023-06-18,Panama,1511.3
2023-06-18,Mexico,1729.0
2023-06-18,United States,1816.8
2023-06-18,Canada,1697.0
2023-06-18,Croatia,1976.0
2023-06-18,Spain,1902.1
2023-06-20,Algeria,1765.9
2023-06-20,Tunisia,1737.5
2023-06-20,Brazil,2043.8
2023-06-20,Senegal,1774.1
2023-06-20,Germany,1809.8
2023-06-20,Colombia,1884.0
2023-06-20,Austria,1765.1
2023-06-20,Sweden,1709.6
2023-06-20,Uzbekistan,1437.3
2023-06-20,Iran,1697.2
2023-06-25,Haiti,1489.3
2023-06-25,Qatar,1492.1
2023-06-29,Haiti,1478.8
2023-06-29,Mexico,1739.6
2023-07-02,Mexico,1711.4
2023-07-02,Qatar,1520.3
2023-07-08,Panama,1545.0
2023-07-08,Qatar,1486.7
2023-07-09,United States,1807.0
2023-07-09,Canada,1706.8
2023-07-12,United States,1793.4
2023-07-12,Panama,1558.6
2023-07-16,Mexico,1721.6
2023-07-16,Panama,1548.3
2023-09-07,Argentina,2037.6
2023-09-07,Ecuador,1765.1
2023-09-07,Norway,1737.4
2023-09-07,Jordan,1509.9
2023-09-09,Germany,1790.3
2023-09-09,Japan,1889.6
2023-09-09,Mexico,1720.3
2023-09-09,Australia,1677.8
2023-09-09,United States,1795.8
2023-09-09,Uzbekistan,1434.9
2023-09-12,South Africa,1618.4
2023-09-12,DR Congo,1585.6
2023-09-12,Senegal,1761.0
2023-09-12,Algeria,1778.9
2023-09-12,Scotland,1716.7
2023-09-12,England,1949.4
2023-09-12,Mexico,1713.6
2023-09-12,Uzbekistan,1441.7
2023-09-12,Sweden,1667.3
2023-09-12,Austria,1807.4
2023-09-12,Japan,1900.3
2023-09-12,Turkey,1776.3
2023-09-12,Germany,1805.3
2023-09-12,France,2065.0
2023-09-12,Egypt,1672.0
2023-09-12,Tunisia,1754.7
2023-09-12,Ecuador,1785.0
2023-09-12,Uruguay,1843.0
2023-09-12,South Korea,1758.8
2023-09-12,Saudi Arabia,1611.6
2023-10-12,Spain,1914.2
2023-10-12,Scotland,1704.5
2023-10-12,Algeria,1783.5
2023-10-12,Cape Verde,1534.2
2023-10-12,Croatia,1933.6
2023-10-12,Turkey,1818.7
2023-10-12,Colombia,1876.3
2023-10-12,Uruguay,1850.7
2023-10-12,Argentina,2040.7
2023-10-12,Paraguay,1702.9
2023-10-13,Austria,1781.9
2023-10-13,Belgium,1925.3
2023-10-13,Curaçao,1419.1
2023-10-13,Panama,1573.0
2023-10-13,DR Congo,1581.2
2023-10-13,New Zealand,1423.0
2023-10-13,England,1951.5
2023-10-13,Australia,1675.7
2023-10-13,Iraq,1598.8
2023-10-13,Qatar,1489.9
2023-10-13,Japan,1905.7
2023-10-13,Canada,1701.3
2023-10-13,South Korea,1772.0
2023-10-13,Tunisia,1741.4
2023-10-13,Netherlands,1915.0
2023-10-13,France,2088.1
2023-10-14,Mexico,1727.1
2023-10-14,Ghana,1665.5
2023-10-14,United States,1776.9
2023-10-14,Germany,1824.1
2023-10-14,Ivory Coast,1722.4
2023-10-14,Morocco,1816.4
2023-10-15,Norway,1717.8
2023-10-15,Spain,1933.8
2023-10-16,Algeria,1780.4
2023-10-16,Egypt,1675.1
2023-10-16,Belgium,1906.0
2023-10-16,Sweden,1686.7
2023-10-16,Bosnia and Herzegovina,1680.7
2023-10-16,Portugal,2006.9
2023-10-17,Ecuador,1784.5
2023-10-17,Colombia,1876.8
2023-10-17,Uruguay,1888.6
2023-10-17,Brazil,2006.0
2023-10-17,Australia,1685.7
2023-10-17,New Zealand,1413.1
2023-10-17,France,2090.1
2023-10-17,Scotland,1702.5
2023-10-17,Ivory Coast,1717.2
2023-10-17,South Africa,1623.7
2023-10-17,Mexico,1729.8
2023-10-17,Germany,1821.4
2023-10-17,United States,1785.5
2023-10-17,Ghana,1656.9
2023-11-16,Argentina,1992.1
2023-11-16,Uruguay,1937.2
2023-11-16,Colombia,1898.5
2023-11-16,Brazil,1984.3
2023-11-18,Germany,1808.5
2023-11-18,Turkey,1831.6
2023-11-19,Scotland,1696.5
2023-11-19,Norway,1723.8
2023-11-21,Paraguay,1688.2
2023-11-21,Colombia,1913.1
2023-11-21,Brazil,1959.1
2023-11-21,Argentina,2017.3
2023-11-21,Uzbekistan,1450.1
2023-11-21,Iran,1688.8
2023-11-21,Jordan,1480.1
2023-11-21,Saudi Arabia,1641.4
2023-11-21,Austria,1793.8
2023-11-21,Germany,1796.7
2023-12-16,Mexico,1724.7
2023-12-16,Colombia,1918.3
2024-01-05,Qatar,1476.8
2024-01-05,Jordan,1493.1
2024-01-06,Iraq,1593.4
2024-01-06,South Korea,1777.4
2024-01-09,Japan,1909.1
2024-01-09,Jordan,1489.7
2024-01-10,Tunisia,1745.8
2024-01-10,Cape Verde,1529.8
2024-01-14,Ghana,1633.3
2024-01-14,Cape Verde,1553.5
2024-01-18,Egypt,1673.0
2024-01-18,Ghana,1635.4
2024-01-19,Iraq,1636.4
2024-01-19,Japan,1866.1
2024-01-20,Jordan,1506.7
2024-01-20,South Korea,1760.5
2024-01-21,Morocco,1806.1
2024-01-21,DR Congo,1591.5
2024-01-22,Cape Verde,1559.3
2024-01-22,Egypt,1667.2
2024-01-23,Australia,1670.9
2024-01-23,Uzbekistan,1464.8
2024-01-24,South Africa,1629.6
2024-01-24,Tunisia,1739.9
2024-01-28,Egypt,1663.4
2024-01-28,DR Congo,1595.2
2024-01-29,Iraq,1602.5
2024-01-29,Jordan,1540.6
2024-01-29,Ivory Coast,1714.4
2024-01-29,Senegal,1763.8
2024-01-30,Saudi Arabia,1649.7
2024-01-30,South Korea,1752.2
2024-01-30,Morocco,1767.5
2024-01-30,South Africa,1668.1
2024-02-02,Australia,1651.6
2024-02-02,South Korea,1771.5
2024-02-03,Iran,1725.5
2024-02-03,Japan,1829.4
2024-02-03,Qatar,1469.0
2024-02-03,Uzbekistan,1472.6
2024-02-03,Cape Verde,1564.6
2024-02-03,South Africa,1662.8
2024-02-06,Jordan,1599.9
2024-02-06,South Korea,1712.2
2024-02-07,Ivory Coast,1722.1
2024-02-07,DR Congo,1587.5
2024-02-07,Qatar,1504.6
2024-02-07,Iran,1690.0
2024-02-10,Qatar,1541.6
2024-02-10,Jordan,1562.9
2024-02-10,South Africa,1659.1
2024-02-10,DR Congo,1591.2
2024-03-21,Panama,1547.2
2024-03-21,Mexico,1750.4
2024-03-21,Portugal,2009.8
2024-03-21,Sweden,1683.8
2024-03-22,Egypt,1667.5
2024-03-22,New Zealand,1408.9
2024-03-22,Netherlands,1920.1
2024-03-22,Scotland,1691.3
2024-03-22,Norway,1710.9
2024-03-22,Czech Republic,1733.2
2024-03-22,Spain,1923.3
2024-03-22,Colombia,1928.7
2024-03-23,Tunisia,1748.7
2024-03-23,Croatia,1924.7
2024-03-23,England,1938.9
2024-03-23,Brazil,1971.7
2024-03-23,France,2062.9
2024-03-23,Germany,1823.8
2024-03-24,United States,1809.1
2024-03-24,Mexico,1726.8
2024-03-26,Germany,1833.7
2024-03-26,Netherlands,1910.2
2024-03-26,Ivory Coast,1737.6
2024-03-26,Uruguay,1921.7
2024-03-26,Spain,1921.8
2024-03-26,Brazil,1973.2
2024-03-26,England,1935.2
2024-03-26,Belgium,1909.6
2024-03-26,New Zealand,1422.1
2024-03-26,Tunisia,1735.6
2024-03-26,Egypt,1652.4
2024-03-26,Croatia,1939.8
2024-03-26,Algeria,1770.6
2024-03-26,South Africa,1668.9
2024-03-26,Austria,1810.2
2024-03-26,Turkey,1815.2
2024-06-03,England,1939.3
2024-06-03,Bosnia and Herzegovina,1676.6
2024-06-05,Mexico,1717.6
2024-06-05,Uruguay,1930.9
2024-06-06,Netherlands,1915.7
2024-06-06,Canada,1695.9
2024-06-06,Senegal,1750.7
2024-06-06,DR Congo,1604.4
2024-06-08,Mexico,1713.9
2024-06-08,Brazil,1976.9
2024-06-08,Portugal,1995.3
2024-06-08,Croatia,1954.4
2024-06-08,Switzerland,1827.9
2024-06-08,Austria,1813.6
2024-06-08,United States,1791.4
2024-06-08,Colombia,1946.4
2024-06-09,Argentina,2021.4
2024-06-09,Ecuador,1780.3
2024-06-09,France,2054.2
2024-06-09,Canada,1704.6
2024-06-11,Saudi Arabia,1619.8
2024-06-11,Jordan,1592.8
2024-06-11,Iran,1675.5
2024-06-11,Uzbekistan,1487.1
2024-06-12,United States,1793.8
2024-06-12,Brazil,1974.5
2024-06-14,Germany,1852.3
2024-06-14,Scotland,1672.7
2024-06-15,Spain,1969.7
2024-06-15,Croatia,1906.5
2024-06-16,Panama,1538.4
2024-06-16,Paraguay,1697.1
2024-06-17,Austria,1803.6
2024-06-17,France,2064.2
2024-06-18,Portugal,2004.3
2024-06-18,Czech Republic,1724.2
2024-06-19,Scotland,1683.2
2024-06-19,Switzerland,1817.4
2024-06-20,Argentina,2031.9
2024-06-20,Canada,1694.2
2024-06-21,Netherlands,1925.7
2024-06-21,France,2054.1
2024-06-22,Turkey,1793.1
2024-06-22,Portugal,2026.4
2024-06-23,Germany,1843.1
2024-06-23,Switzerland,1826.7
2024-06-23,Uruguay,1938.0
2024-06-23,Panama,1531.3
2024-06-24,Colombia,1956.0
2024-06-24,Paraguay,1687.4
2024-06-25,Netherlands,1892.3
2024-06-25,Austria,1837.0
2024-06-26,Czech Republic,1704.1
2024-06-26,Turkey,1813.2
2024-06-27,United States,1749.4
2024-06-27,Panama,1575.8
2024-06-28,Paraguay,1673.4
2024-06-28,Brazil,1988.6
2024-06-30,Mexico,1718.6
2024-06-30,Ecuador,1775.6
2024-07-01,France,2069.3
2024-07-01,Belgium,1894.5
2024-07-01,United States,1730.6
2024-07-01,Uruguay,1956.7
2024-07-02,Austria,1810.3
2024-07-02,Turkey,1839.9
2024-07-02,Brazil,1986.2
2024-07-02,Colombia,1958.4
2024-07-04,Argentina,2016.2
2024-07-04,Ecuador,1791.3
2024-07-05,Germany,1820.0
2024-07-05,Spain,1992.8
2024-07-05,Portugal,2029.4
2024-07-05,France,2066.2
2024-07-06,England,1931.4
2024-07-06,Switzerland,1834.5
2024-07-06,Netherlands,1913.6
2024-07-06,Turkey,1818.7
2024-07-06,Uruguay,1958.9
2024-07-06,Brazil,1984.1
2024-07-06,Colombia,1968.3
2024-07-06,Panama,1565.8
2024-07-09,Argentina,2026.3
2024-07-09,Canada,1684.0
2024-07-09,Spain,2023.0
2024-07-09,France,2036.0
2024-07-10,Netherlands,1889.8
2024-07-10,England,1955.1
2024-07-10,Uruguay,1934.5
2024-07-10,Colombia,1992.6
2024-07-13,Canada,1699.5
2024-07-13,Uruguay,1919.1
2024-07-14,Spain,2043.2
2024-07-14,England,1935.0
2024-07-14,Argentina,2048.9
2024-07-14,Colombia,1970.1
2024-09-05,Portugal,2040.3
2024-09-05,Croatia,1895.7
2024-09-06,Egypt,1670.1
2024-09-06,Cape Verde,1546.9
2024-09-06,Uruguay,1903.9
2024-09-06,Paraguay,1688.6
2024-09-06,Brazil,1990.4
2024-09-06,Ecuador,1785.0
2024-09-07,Mexico,1724.0
2024-09-07,New Zealand,1416.7
2024-09-07,United States,1717.0
2024-09-07,Canada,1713.1
2024-09-07,Netherlands,1902.2
2024-09-07,Bosnia and Herzegovina,1664.3
2024-09-08,Switzerland,1804.0
2024-09-08,Spain,2073.7
2024-09-08,Portugal,2043.6
2024-09-08,Scotland,1679.8
2024-09-09,Norway,1735.9
